year,title,author,doi,url,publisher,booktitle,editor,abstract
2018,Innovative Virtual Teams on Demand: HBDI-based paradigm,Ghazi Alkhatib and Omar Al-Humaidi,https://doi.org/10.1016/j.procs.2018.04.196,https://www.sciencedirect.com/science/article/pii/S1877050918305714,,,,"Teams are the building block of organizations. The objective of this paper is to virtually construct three types of teams: innovative, knowledge, and quality based on Herrmann Brain Dominance Instrument (HBDI) profile scores. These scores measure how people process information and provide measurement of the strength of the four quadrants of the brain each having different characteristics. These types of teams require different composition of team members using their profile scores in order to achieve their respective aims. Innovative teams deal with the whole organizations as a one unit and may question all underlying assumption; knowledge teams span multiple functions; quality teams addressed issues in a silo function. A prototype is developed to construct teams from an actual data base of employee profiles in a developing nation. A user may request one of the three types of teams, state duration in time, and displays the selected members with their respective profile scores of the four quadrants. The teams formed maybe used in software development teams as well as business plan teams. These team constructs should foster and nurture innovative idea generation and maintain the competitive advantage of global organizations."
2025,Aspect category and sentiment polarity detection using a permutation language-based transformer model,Ashok Kumar Jayaraman and Tina Ester Trueman and Gayathri Ananthakrishnan and Abirami Murugappan and Erik Cambria and Manikandan G and Satanik Mitra,https://doi.org/10.1016/j.procs.2025.04.668,https://www.sciencedirect.com/science/article/pii/S1877050925017727,,,,"Aspect-based sentiment analysis (ABSA) performs fine-grained analysis on text to determine a specific aspect category and a sentiment polarity. Recently, machine learning models have played a key role in ABSA tasks. In particular, transformer-based pre-trained models have achieved promising results in natural language processing tasks. Therefore, we propose a permutation based XLNet fine-tuning model for aspect category detection and sentiment polarity detection. Our model learns bidirectional contexts via positional encoding and factorization order. We evaluate the proposed permutation language model on three ABSA datasets, namely, SentiHood, SemEval 2015, and SemEval 2016. Specifically, we studied the ABSA tasks in a constrained system with a multi-class environment. Our result indicates that the proposed permutation language model achieves a better result."
2023,Consultative engagement of stakeholders toward a roadmap for African language technologies,Kathleen Siminyu and Jade Abbott and Kọ́lá Túbọ̀sún and Aremu Anuoluwapo and Blessing K. Sibanda and Kofi Yeboah and David Adelani and Masabata Mokgesi-Selinga and Frederick R. Apina and Angela Thandizwe Mthembu and Arshath Ramkilowan and Babatunde Oladimeji,https://doi.org/10.1016/j.patter.2023.100820,https://www.sciencedirect.com/science/article/pii/S2666389923001897,,,,"Summary
There has been a rise in natural language processing (NLP) communities across the African continent (Masakhane, AfricaNLP workshops). With this momentum noted, and given the existing power asymmetries that plague the African continent, there is an urgent need to ensure that these technologies move toward shared goals between organizations and stakeholders, not only to improve the representation of African languages in cutting-edge NLP research but also to ensure that NLP research enables technological advances toward human dignity, well-being, and equity for those who speak African languages. This study investigates the motivations, focus, and challenges faced by various stakeholders who are at the core of the NLP process. We perform structured stakeholder identification to identify core stakeholders in the NLP process. Interviews with representatives of these stakeholder groups are performed and are collated into relevant themes. Finally, a set of recommendations are proposed for use by policy and artificial intelligence (AI) researchers."
2017,"Impacts of organizational commitment, interpersonal closeness, and Confucian ethics on willingness to report bad news in software projects",Jijie Wang and Mark Keil and Lih-bin Oh and Yide Shen,https://doi.org/10.1016/j.jss.2016.12.004,https://www.sciencedirect.com/science/article/pii/S0164121216302515,,,,"Individuals working on troubled software projects are often reluctant to report bad news concerning the project to senior management. This problem may be particularly acute when a subordinate must bypass their direct manager because the manager engages in a wrongful effort to suppress the bad news, which is the context for our study. In this research, we examine the impacts of organizational commitment, interpersonal closeness, and Confucian ethics on individuals’ willingness to report bad news that is deliberately hidden from upper management and we do this in the Chinese culture context. Based on data collected from 158 Chinese software engineers, we found that organizational commitment positively affects individuals’ willingness to report, while interpersonal closeness with the wrongdoer negatively affects willingness to report. With respect to the influence of Confucian ethics, our findings suggest that: (1) individuals’ ethical disposition toward loyalty between sovereign and subject (interpreted in this research as loyalty to one's organization) strengthens the positive effect of organizational commitment on willingness to report, and (2) individuals’ ethical disposition on trust between friends strengthens the negative effect of interpersonal closeness with the wrongdoer on willingness to report."
2023,Democratizing the Development of Chatbots to Improve Public Health: Feasibility Study of COVID-19 Misinformation,Leigh Powell and Radwa Nour and Randa Sleibi and Hanan {Al Suwaidi} and Nabil Zary,https://doi.org/10.2196/43120,https://www.sciencedirect.com/science/article/pii/S229294952300127X,,,,"Background
Chatbots enable users to have humanlike conversations on various topics and can vary widely in complexity and functionality. An area of research priority in chatbots is democratizing chatbots to all, removing barriers to entry, such as financial ones, to help make chatbots a possibility for the wider global population to improve access to information, help reduce the digital divide between nations, and improve areas of public good (eg, health communication). Chatbots in this space may help create the potential for improved health outcomes, potentially alleviating some of the burdens on health care providers and systems to be the sole voices of outreach to public health.
Objective
This study explored the feasibility of developing a chatbot using approaches that are accessible in low- and middle-resource settings, such as using technology that is low cost, can be developed by nonprogrammers, and can be deployed over social media platforms to reach the broadest-possible audience without the need for a specialized technical team.
Methods
This study is presented in 2 parts. First, we detailed the design and development of a chatbot, VWise, including the resources used and development considerations for the conversational model. Next, we conducted a case study of 33 participants who engaged in a pilot with our chatbot. We explored the following 3 research questions: (1) Is it feasible to develop and implement a chatbot addressing a public health issue with only minimal resources? (2) What is the participants’ experience with using the chatbot? (3) What kinds of measures of engagement are observed from using the chatbot?
Results
A high level of engagement with the chatbot was demonstrated by the large number of participants who stayed with the conversation to its natural end (n=17, 52%), requested to see the free online resource, selected to view all information about a given concern, and returned to have a dialogue about a second concern (n=12, 36%).
Conclusions
This study explored the feasibility of and the design and development considerations for a chatbot, VWise. Our early findings from this initial pilot suggest that developing a functioning and low-cost chatbot is feasible, even in low-resource environments. Our results show that low-resource environments can enter the health communication chatbot space using readily available human and technical resources. However, despite these early indicators, many limitations exist in this study and further work with a larger sample size and greater diversity of participants is needed. This study represents early work on a chatbot in its virtual infancy. We hope this study will help provide those who feel chatbot access may be out of reach with a useful guide to enter this space, enabling more democratized access to chatbots for all."
2017,A Framework for the Study of Complex mHealth Interventions in Diverse Cultural Settings,Marion A Maar and Karen Yeates and Nancy Perkins and Lisa Boesch and Diane Hua-Stewart and Peter Liu and Jessica Sleeth and Sheldon W Tobe,https://doi.org/10.2196/mhealth.7044,https://www.sciencedirect.com/science/article/pii/S2291522217001127,,,,"Background
To facilitate decision-making capacity between options of care under real-life service conditions, clinical trials must be pragmatic to evaluate mobile health (mHealth) interventions under the variable conditions of health care settings with a wide range of participants. The mHealth interventions require changes in the behavior of patients and providers, creating considerable complexity and ambiguity related to causal chains. Process evaluations of the implementation are necessary to shed light on the range of unanticipated effects an intervention may have, what the active ingredients in everyday practice are, how they exert their effect, and how these may vary among recipients or between sites.
Objective
Building on the CONSORT-EHEALTH (Consolidated Standards of Reporting Trials of Electronic and Mobile HEalth Applications and onLine TeleHealth) statement and participatory evaluation theory, we present a framework for the process evaluations for mHealth interventions in multiple cultural settings. We also describe the application of this evaluation framework to the implementation of DREAM-GLOBAL (Diagnosing hypertension—Engaging Action and Management in Getting Lower BP in Indigenous and LMIC [low- and middle-income countries]), a pragmatic randomized controlled trial (RCT), and mHealth intervention designed to improve hypertension management in low-resource environments. We describe the evaluation questions and the data collection processes developed by us.
Methods
Our literature review revealed that there is a significant knowledge gap related to the development of a process evaluation framework for mHealth interventions. We used community-based participatory research (CBPR) methods and formative research data to develop a process evaluation framework nested within a pragmatic RCT.
Results
Four human organizational levels of participants impacted by the mHealth intervention were identified that included patients, providers, community and organizations actors, and health systems and settings. These four levels represent evaluation domains and became the core focus of the evaluation. In addition, primary implementation themes to explore in each of the domains were identified as follows: (1) the major active components of the intervention, (2) technology of the intervention, (3) cultural congruence, (4) task shifting, and (5) unintended consequences. Using the four organizational domains and their interaction with primary implementation themes, we developed detailed evaluation research questions and identified the data or information sources to best answer our questions.
Conclusions
Using DREAM-GLOBAL to illustrate our approach, we succeeded in developing an uncomplicated process evaluation framework for mHealth interventions that provide key information to stakeholders, which can optimize implementation of a pragmatic trial as well as inform scale up. The human organizational level domains used to focus the primary implementation themes in the DREAM-GLOBAL process evaluation framework are sufficiently supported in our research, and the literature and can serve as a valuable tool for other mHealth process evaluations.
Trial Registration
ClinicalTrials.gov NCT02111226; https://clinicaltrials.gov/ct2/show/NCT02111226 (Archived by WebCite at http://www.webcitation.org/6oxfHXege)"
2020,An Undergraduate Engineering Education Leadership Program. Is it Working? Outcomes of the Second Phase,Lueny Morell,https://doi.org/10.1016/j.procs.2020.05.169,https://www.sciencedirect.com/science/article/pii/S1877050920315015,,,,"Engineering leadership is one of the key competencies being requested by accreditation agencies and engineering companies. Thus, it is of utmost importance that engineering colleges and schools develop leadership competencies in all its students. This paper is a follow up of a paper presented at WEEF in New Mexico [1] and describes the second phase of an undergraduate Engineering Leadership Development Program (ELP) being implemented at Beihang University in China. This signature program in the new model curriculum aspires to develop engineering leadership competencies in all its undergraduate students. Phase 2 course (ELP II) was offered in the Summer of 2019 incorporating changes decided with data from the first phase. The paper provides continuity to conference attendees and readers in the ELP implementation and results being achieved."
2017,How does Work Engagement vary with Employee Demography?: —Revelations from the Indian IT industry,Aarti Sharma and Alok Goel and Santoshi Sengupta,https://doi.org/10.1016/j.procs.2017.11.353,https://www.sciencedirect.com/science/article/pii/S1877050917325826,,,,"The purpose of the paper is to determine how work engagement and its components –vigor, dedication and absorption vary with employee demographic factors such as gender, marital status, age, experience, tenure, income and education. Data collected from 303 working adults in the IT industry of India was statistically analyzed. T-tests and ANOVA revealed that work engagement significantly differed with age, education level, and experience. There was no difference in Work engagement as far as gender, marital status, tenure, and income was concerned. Pearson Correlations revealed significant relationships of work engagement with age, education level and experience. However, when regression was done to find out the determinants of WE, gender and education came out to be the predictor variables. The study has managerial implications as employers now know that work engagement is predicted by higher education and that males are more engaged than females in the IT industry."
2018,Internal fraud in a project-based organization: CHAID decision tree analysis,Mirjana Pejić Bach and Ksenija Dumičić and Berislav Žmuk and Tamara Ćurlin and Jovana Zoroja,https://doi.org/10.1016/j.procs.2018.10.090,https://www.sciencedirect.com/science/article/pii/S1877050918317368,,,,"Data mining is one of the most prominent methodologies demonstrating efficiency in various tasks related to pattern detection. Applications of data mining for fraud detection are numerous, for the detection of fraud, ranging from credit card fraud to taxation fraud, are numerous. However, the applications of data mining for fraud related to internal control are scarce. The goal of this paper is to present the application of data mining techniques (the CHAID decision tree) for discovering patterns in internal control-related fraud in one project-based organization."
2016,Modelling Complex Systems with Distributed Agency and Fuzzy Inference Systems. Knowledge-based Curricula in Higher Education,Eduardo Ahumada-Tello and Manuel Castanon-Puga,https://doi.org/10.1016/j.procs.2016.05.429,https://www.sciencedirect.com/science/article/pii/S1877050916309097,,,,"Higher education has become a cornerstone in the arise of knowledge society conceptualization. This concept covers a new type of social configuration that puts knowledge as the main value in human interaction for future social and economic development and also as one of the main actions to improve in order to gain a better quality of life. In this paper we discuss the importance of this structure and its characteristics, then we focus in the need to generate a higher education curriculum that fits this emphasis in social development of a new knowledge-based society. Finally, we use complex systems simulation to analyze six agents including: 1) Students; 2) Teaching - Teachers; 3) Training plan - Teachers; 4) Scientific research, IT development, innovation and professional performance; 5) Management - Managers; and 6) Environment and relevance or External Agents and five variables for this study: 1) Teaching; 2) Extracurricular activities; 3) Research and development; 4) Management; and 5) Educational culture. The final goal is to propose a curriculum that includes a projection to create knowledge-based society from higher education as a main factor to achieve this objective."
2016,Chapter 14 - Obfuscation and diversification for securing the internet of things (IoT),S. Hosseinzadeh and S. Hyrynsalmi and V. Leppänen,https://doi.org/10.1016/B978-0-12-805395-9.00014-9,https://www.sciencedirect.com/science/article/pii/B9780128053959000149,Morgan Kaufmann,Internet of Things,Rajkumar Buyya and Amir {Vahid Dastjerdi},"Internet of Things (IoT) is made up of heterogeneous sensors and devices that work together to make the humans’ lives more intelligent. These devices work together by sharing the collected information about the environment. This information may contain private information of the users, which makes it highly significant to protect the information in order to preserve the privacy of the users. In this chapter, we propose using the two proactive techniques, obfuscation and diversification, for securing IoT. The proposed idea includes diversifying and obfuscating the operating systems of the devices participating in IoT, and also communication protocols among the devices. Diversification and obfuscation are two successful techniques used for securing the software and code. We believe that the proposed methods can be used in defeating the unknown zero-day attacks, targeted attacks, and also massive-scale attacks."
2022,The state of research on software engineering competencies: A systematic mapping study,Nana Assyne and Hadi Ghanbari and Mirja Pulkkinen,https://doi.org/10.1016/j.jss.2021.111183,https://www.sciencedirect.com/science/article/pii/S0164121221002648,,,,"Considering the critical role of software in modern societies, we face an urgent need to educate more competent software professionals. Software engineering competencies (SEC) are considered the backbone of successfully developing software products. Consequently, SEC has become a hotspot for software engineering research and practice. Although scientific literature on SEC is not lacking, to our knowledge, a comprehensive overview of the current state of SEC research is missing. To that end, we conducted an extensive and systematic review of the SEC literature. We provide an overview of the current state of research on SEC, with a particular focus on common SEC research areas. In addition to reporting the available SEC models and frameworks, we compile a list of 49 unique essential competencies of software professionals. Finally, we highlight several gaps in the literature that deserve further research. In particular, we call for a better understanding of how the essential competencies of software professionals change over time, as well as fresh accounts of the essential competencies of software professionals. Additionally, considering recent shifts toward Agile and DevOps methods, future research must explore the competencies required for developing software products in modern development environments."
2025,Index,,https://doi.org/10.1016/B978-0-443-22270-2.00029-0,https://www.sciencedirect.com/science/article/pii/B9780443222702000290,Academic Press,Digital Technology in Public Health and Rehabilitation Care,Raymond K.Y. Tong and Balasankar Ganesan,
2017,Catch them all and increase your place attachment! The role of location-based augmented reality games in changing people - place relations,Tomasz Oleksy and Anna Wnuk,https://doi.org/10.1016/j.chb.2017.06.008,https://www.sciencedirect.com/science/article/pii/S0747563217303771,,,,"We examined how playing a game employing augmented reality (AR) technology increases attachment to the place of playing. Place attachment refers to the relationship between people and places, which has numerous benefits for individual well-being. Popular location-based AR games often include elements that are known to predict place attachment: exploration, social relations or the experience of enjoyment in a place. We argue that positive emotions triggered by playing can influence players’ place attachment via the process of gamification. We tested this hypothesis in a correlational study conducted among Pokémon Go players. Our analyses showed that satisfaction from playing and the social relations made during play positively predict place attachment, but the amount of time spent on playing does not. A series of mediation analyses showed that relations among game satisfaction, social relations, and place attachment were mediated by the appraisal of the place as exciting. This study demonstrated a mechanism of emotional transfer between positive experiences from playing and place attachment, which may prove useful in other domains, such as education, land conservation, or marketing."
2023,The Development of a Coliform Detection Game As A Part of Android – Based Virtual Food Safety Laboratory to Support Online Learning,Yeni Nurhasanah and Dimas Pinandoyo and Muhammad Rafi Alamsyah and Ery Prasetyo and Nuzulul Ramadhan Zukri,https://doi.org/10.1016/j.procs.2023.10.609,https://www.sciencedirect.com/science/article/pii/S1877050923017763,,,,"For educators in particular, the implementation of online learning during the epidemic both potential and challenges. In order to correctly attain learning outcomes, creativity is required to ensure that online learning is effective and efficient. In order to get through those problems, having the necessary learning resources is undoubtedly highly beneficial. However, there are still few learning resources accessible in several competency areas, such as practical work in food safety. Food safety is a topic that students studying food packaging technology, culinary arts, catering, public health, and food technology must master. The goal of this research is to create a virtual food safety laboratory application that includes a coliform detection game. This game app is meant to aid in the process of learning about This research focuses on food security and uses the ADDIE (Analysis, Design, Development, Implementation, and Evaluation) model approach to implement the steps of the game development life cycle. The coliform detection game app was validated by two material specialists and two design and media experts. Application tests were conducted in groups of five individuals, involving 25 students in the third semester of the culinary arts program at Creative Media State Polytechnic. The average pre-test score obtained from these trials was 2.88, while the average post-test score at the same time was 9.28. The data clearly indicates that the coliform detection game application contributes to online learning as it significantly enhances student knowledge."
2017,Modelling continuance intention of citizens in government Facebook page: A complementary PLS approach,Naser Valaei and Mas Bambang Baroto,https://doi.org/10.1016/j.chb.2017.03.047,https://www.sciencedirect.com/science/article/pii/S0747563217302042,,,,"The main purpose of this paper is to examine the continuance intention (CI) of citizens in following government Facebook page. Applying theories of expectation-confirmation, and information system success on a sample of 362 students in Malaysia, and using Partial Least Squares-Structural Equation Modelling (PLS-SEM), the study finds that CI and satisfaction of government Facebook page is contingent upon information quality (IQ) of the Facebook page per se. IQ is found as a second order construct of five first order factors: reliability, completeness, relevancy, timeliness, and understandability. Satisfaction of government Facebook page is also found as a partial mediator to the relationship between IQ and CI of following government Facebook page. In addition, applying PLS multi-group analysis, the results show that different government Facebook pages moderate the relationships between IQ and satisfaction of government Facebook page, IQ and CI of following government Facebook page as well as satisfaction of government Facebook page and CI of following government Facebook page."
2024,Design and Implementation of an Opioid Scorecard for Hospital System–Wide Peer Comparison of Opioid Prescribing Habits: Observational Study,Benjamin Heritier Slovis and Soonyip Huang and Melanie McArthur and Cara Martino and Tasia Beers and Meghan Labella and Jeffrey M Riggio and Edmund deAzevedo Pribitkin,https://doi.org/10.2196/44662,https://www.sciencedirect.com/science/article/pii/S2292949524001366,,,,"Background
Reductions in opioid prescribing by health care providers can lead to a decreased risk of opioid dependence in patients. Peer comparison has been demonstrated to impact providers’ prescribing habits, though its effect on opioid prescribing has predominantly been studied in the emergency department setting.
Objective
The purpose of this study is to describe the development of an enterprise-wide opioid scorecard, the architecture of its implementation, and plans for future research on its effects.
Methods
Using data generated by the author’s enterprise vendor–based electronic health record, the enterprise analytics software, and expertise from a dedicated group of informaticists, physicians, and analysts, the authors developed an opioid scorecard that was released on a quarterly basis via email to all opioid prescribers at our institution. These scorecards compare providers’ opioid prescribing habits on the basis of established metrics to those of their peers within their specialty throughout the enterprise.
Results
At the time of this study’s completion, 2034 providers have received at least 1 scorecard over a 5-quarter period ending in September 2021. Poisson regression demonstrated a 1.6% quarterly reduction in opioid prescribing, and chi-square analysis demonstrated pre-post reductions in the proportion of prescriptions longer than 5 days’ duration and a morphine equivalent daily dose of >50.
Conclusions
To our knowledge, this is the first peer comparison effort with high-quality evidence-based metrics of this scale published in the literature. By sharing this process for designing the metrics and the process of distribution, the authors hope to influence other health systems to attempt to curb the opioid pandemic through peer comparison. Future research examining the effects of this intervention could demonstrate significant reductions in opioid prescribing, thus potentially reducing the progression of individual patients to opioid use disorder and the associated increased risk of morbidity and mortality."
2017,Chapter 2 - The Universal Totem Pole,Alberto Ferreira,https://doi.org/10.1016/B978-0-12-802407-2.00002-2,https://www.sciencedirect.com/science/article/pii/B9780128024072000022,Morgan Kaufmann,Universal UX Design,Alberto Ferreira,"Technology optimization and miniaturization have successfully broken down most common frontiers to usage: literacy, accessibility, and applicability. The pervasiveness of modern technology has allowed emerging economies to get on the fast track of the latest technological innovations. Technology is the great equalizer and the driver of development. This is at the root of the explosion of mobile in developing nations. There is a changing logic of globalization relationships at work, and the triumph of design as the prime methodology to impart global thought on corporate action."
2024,Which storytelling people prefer? Mapping news topic and news engagement in social media,Xuejin Jiang and Liming Liu and Biying Wu-Ouyang and Long Chen and Han Lin,https://doi.org/10.1016/j.chb.2024.108248,https://www.sciencedirect.com/science/article/pii/S074756322400116X,,,,"Nations engage in a nuanced competition to achieve soft power through social media on a global scale. Exploring the intricate dynamics, research endeavors focus on unraveling the mechanisms by which national media endeavors not only captivate a diverse international audience but also amplify their influence through carefully crafted narratives. However, extant research falls short in both theoretical and empirical examinations of the intricate interplay between news content and news engagement. This research examines in depth the news content strategy employed by China's national media for global communication, focusing on 6632 YouTube videos of CGTN (China Global Television Network) from May 2021 to August 2023. Specifically, utilizing BERTopic machine learning techniques, we identified 16 distinct news topics and associated with news engagement metrics (e.g., number of views, likes, and comments). Our results reveal a pattern of selective engagement and avoidance by international audiences, particularly in their significant interest in geopolitical and technological topics, while showing less interest in Chinese cultural and social news. This study offers valuable insights into the effectiveness of national media's digital storytelling strategy, shedding light on audience preferences and areas for potential recalibration in content dissemination."
2017,When is computer-mediated intergroup contact most promising? Examining the effect of out-group members' anonymity on prejudice,Sandy Schumann and Olivier Klein and Karen Douglas and Miles Hewstone,https://doi.org/10.1016/j.chb.2017.08.006,https://www.sciencedirect.com/science/article/pii/S0747563217304739,,,,"Computer-mediated intergroup contact (CMIC) is a valuable strategy to reduce negative sentiments towards members of different social groups. We examined whether characteristics of communication media that facilitate intergroup encounters shape its effect on out-group attitudes. Specifically, we propose that concealing individuating cues about out-group members during CMIC increases prejudice, as interaction partners are perceived as less socially present. To assess these hypotheses, we conducted two mixed-factorial experiments. Participants engaged in synchronous text-chat with out-group members (Study 1) and a confederate (Study 2) who either shared or concealed their name and photo. Overall, CMIC reduced negative out-group sentiments. Study 2 showed, however, that out-group members' anonymity decreased perceived social presence, which was associated with less positive evaluations of the CMIC and higher prejudice. In conclusion, CMIC can contribute to conflict resolution interventions, preparing individuals for direct intergroup contact, if its affordances or conversation topics enhance interaction partners' social presence."
2024,Analysis of Strategic Marketing in Small and Medium-sized Enterprises: Case of the Bakery Industry in Colombia,Harold Bernardo Sukier and Martha Garcia Samper and Reynier Israel Ramirez Molina and Michael Sandoval Karam and Diego Baez Palencia and Nathan Polo Ibanez and Mauricio Junior Santamaria Ruiz,https://doi.org/10.1016/j.procs.2023.12.178,https://www.sciencedirect.com/science/article/pii/S1877050923021907,,,,"Small and medium-sized enterprises (SMEs) are in a competitive system. The objective of the research was to analyze strategic marketing in SMEs in the bakery industry in the city of Barranquilla, for which a hypothesis is presented on the positive relationship between consumer behavior in relation to marketing strategies. Due to this, a categorical regression model was performed to test the hypotheses. The results showed that the industry analysis is more relevant for those companies that adopt a mature market strategy. The analysis of consumer buying behavior and the analysis of market demand dynamics prevail in the new markets strategy. Although product differentiation to achieve positioning is an important driver for companies that use growth market strategies, it is concluded that the consumer buying behavior hypothesis is valid because the analysis allows implementing differentiation actions that are included in strategic control, which is a complex thought process developed by top management."
2020,Content and Quality of Infant Feeding Smartphone Apps: Five-Year Update on a Systematic Search and Evaluation,Heilok Cheng and Alison Tutt and Catherine Llewellyn and Donna Size and Jennifer Jones and Sarah Taki and Chris Rossiter and Elizabeth Denney-Wilson,https://doi.org/10.2196/17300,https://www.sciencedirect.com/science/article/pii/S2291522220003496,,,,"Background
Parents use apps to access information on child health, but there are no standards for providing evidence-based advice, support, and information. Well-developed apps that promote appropriate infant feeding and play can support healthy growth and development. A 2015 systematic assessment of smartphone apps in Australia about infant feeding and play found that most apps had minimal information, with poor readability and app quality.
Objective
This study aimed to systematically evaluate the information and quality of smartphone apps providing information on breastfeeding, formula feeding, introducing solids, or infant play for consumers.
Methods
The Google Play store and Apple App Store were searched for free and paid Android and iPhone Operating System (iOS) apps using keywords for infant feeding, breastfeeding, formula feeding, and tummy time. The apps were evaluated between September 2018 and January 2019 for information content based on Australian guidelines, app quality using the 5-point Mobile App Rating Scale, readability, and suitability of health information.
Results
A total of 2196 unique apps were found and screened. Overall, 47 apps were evaluated, totaling 59 evaluations for apps across both the Android and iOS platforms. In all, 11 apps had affiliations to universities and health services as app developers, writers, or editors. Furthermore, 33 apps were commercially developed. The information contained within the apps was poor: 64% (38/59) of the evaluations found no or low coverage of information found in the Australian guidelines on infant feeding and activity, and 53% (31/59) of the evaluations found incomplete or incorrect information with regard to the depth of information provided. Subjective app assessment by health care practitioners on whether they would use, purchase, or recommend the app ranged from poor to acceptable (median 2.50). Objective assessment of the apps’ engagement, functionality, aesthetics, and information was scored as acceptable (median 3.63). The median readability score for the apps was at the American Grade 8 reading level. The suitability of health information was rated superior or adequate for content, reading demand, layout, and interaction with the readers.
Conclusions
The quality of smartphone apps on infant feeding and activity was moderate based on the objective measurements of engagement, functionality, aesthetics, and information from a reliable source. The overall quality of information on infant feeding and activity was poor, indicated by low coverage of topics and incomplete or partially complete information. The key areas for improvement involved providing evidence-based information consistent with the Australian National Health and Medical Research Council’s Infant Feeding Guidelines. Apps supported and developed by health care professionals with adequate health service funding can ensure that parents are provided with credible and reliable resources."
2022,Design of a serious games to improve resilience skills in youngsters,Raquel Menendez-Ferreira and Javier Torregrosa and Daniel López-Fernández and Jesus Mayor,https://doi.org/10.1016/j.entcom.2021.100462,https://www.sciencedirect.com/science/article/pii/S1875952121000598,,,,"Nowadays, extremist ideologies are increasing their presence around the world, while having an impact on different social fields, such as politics, religion, or even sports. Youngsters are especially vulnerable to this type of ideologies, as they are still conforming to their own ideals, which in turn represents a problem on their moral and ethical development. While today there exist many programs and projects which focus on confronting this problem, most of them focused in psychological protective factors, it is still necessary to adapt these methodologies to the new characteristics of society and attract the interest of young people. In this research, we present the design and pilot testing of YoungRes, a serious game focused on promoting resilience skills. This paper describes the theoretical foundations of the intervention, its development as a serious game, and its validation in pilot testing made by educators, psychologists, and psycho-pedagogues. The pilot testing is conducted through the trial of educators of the first two video game sessions. After that, they reported feedback on their opinions about the game, together with suggestions and measures about the impact it could have for educational purposes."
2024,Brokering workarounds in globally distributed work,Jade Wendy Brooks and Ilan Oshri and M.N. Ravishankar,https://doi.org/10.1016/j.im.2023.103903,https://www.sciencedirect.com/science/article/pii/S0378720623001519,,,,"Unlike emergent brokers, formal brokers are appointed to mediate information exchanges in a highly structured setting. While the use of formal brokers has increased, particularly in globally distributed work, the extant literature has so far paid little attention to the information brokering challenges they face. Our case analysis revealed that, despite the structured setting, information users often bypass brokers and exchange information directly, also known as a workaround, thus disrupting the brokering process. In this scenario, the broker is displaced and is not able to broker. Our findings suggest that formal brokers do not necessarily reassume their brokering role once workarounds are detected. Instead, they first assess the conditions that led to the workarounds and the impact (positive or negative) on the information exchange network. Should the impact be negative, formal brokers regain their brokering role by deploying protective actions. However, a positive impact on the information exchange network allow brokers to maintain a nonbrokering position, thus passively allowing connecting actions to resume. We describe three practices that formal brokers pursue when workarounds are present and conclude by outlining the contributions to research and practice."
2025,Overseas short video recommendations: A multimodal graph convolutional network approach incorporating cultural preferences,Xishi Liu and Haolin Wang and Dan Li,https://doi.org/10.1016/j.eij.2025.100616,https://www.sciencedirect.com/science/article/pii/S111086652500009X,,,,"In an age of cultural globalization, short video platforms are springing up around the globe, making it challenging to cater to a diverse mix of users with varied preferences and cultural backgrounds. In our research, we propose a novel suggestion model of short video material for international video apps through user preference modelling via hybrid multi-modal GCN (graph convolutional network). Unlike traditional methods that rely on the overall metadata of the short movies only, our approach jointly considers visual, linguistic and audio features of short movies, as well as user interactions, to propose personalized recommendations. Due to the effectiveness of the proposed method on TikTok and MovieLens dataset with a recall of 0.590 and video label classification accuracy more than 94.9%, The approach demonstrates effective use of resources with a maximum CPU utilization of only 44% whilst maintaining high user satisfaction across different age groups. Overall, the results have an implication that the proposed approach can lead to better user interaction and satisfaction in a culturally diverse environment."
2025,An assistant or A friend? The role of parasocial relationship of human-computer interaction,Tiejun Qi and Hongshen Liu and Zhihui Huang,https://doi.org/10.1016/j.chb.2025.108625,https://www.sciencedirect.com/science/article/pii/S074756322500072X,,,,"The study explored the dual-path mechanism of human-computer parasocial relationships on consumer attitudes through an experimental approach. Innovatively, ‘assistant’ and ‘friend’ are proposed as the two basic parasocial relationships of human-computer interaction, with the two gender traits of artificial intelligence robots - ""male trait"" and ""female trait"" - to stimulate consumers' perceived competence and warmth through interaction, and improve consumer attitudes. Research has found that perceived competence and perceived warmth mediate the impact of two parasocial relationships, ""assistant"" and ""friend"", on consumer attitudes. Compared with the ""friend"" type of human-machine parasocial relationship, the ""assistant"" type of human-machine parasocial relationship significantly enhances consumers' perceived competence; Compared with the ""assistant"" type of human-machine parasocial relationship, the ""friend"" type of human-machine parasocial relationship significantly enhances consumers' perceived warmth. Meanwhile, research has demonstrated the moderate role of gender traits in artificial intelligence robots. This study broadens the research perspective of AI Services marketing, and provides important enlightenment for enterprises to develop Marketing strategy and AI Intelligent design."
