year,title,author,doi,url,publisher,booktitle,editor,abstract
2018,The ethical use of information during university students' academic development,"Guti\'{e}rrez, Sandy Antonio and Morales-Morgado, Erla M.",10.1145/3284179.3284347,https://doi.org/10.1145/3284179.3284347,Association for Computing Machinery,Proceedings of the Sixth International Conference on Technological Ecosystems for Enhancing Multiculturality,,"This paper outlines the research plan to develop the PhD Program in Education in the Knowledge Society by strengthening our understanding of academic plagiarism among university students and how technology has led to its increase. Information overload and easy access to information make it more likely to steal intellectual property and increases the unethical use of information. Problems related to the effective use and management of information persist and lead students to academic plagiarism. The intention therefore, through this research, is to discover whether improvements in the development of information competencies help tackle this problem. A mixed research methodology is proposed, to better understand the extent of the problem based on a quantitative analysis; a qualitative assessment will also be used to understand its causes. Data collection instruments, i.e. university student questionnaires and interviews will be designed to fulfil the objectives set out in this research: to analyse whether university students have developed information competencies or not, and whether these competencies lead to academic plagiarism. The data obtained will be used to create a training program aimed at tackling the problem. The program will be based on resources used from students' very first year at university, thus achieving significant changes in the learning process."
2018,Specifics of multimedia texts in the context of social networks media aesthetics,"Elena, Panova and Vasilii, Fedorov",10.1145/3284179.3284340,https://doi.org/10.1145/3284179.3284340,Association for Computing Machinery,Proceedings of the Sixth International Conference on Technological Ecosystems for Enhancing Multiculturality,,"The article considers multimedia texts as units of a communicative act in social networks. The authors think that these units are the realization of Media Aesthetics principles which generally was formed in the epoch of social networks. It is characterized with such principles as performance, combination of verbal and nonverbal types of sign, reign of image over words, democracy of communication, priority of self-presentation, interaction and materialization of sense perception. Also the article provides with the analyses of the term ""multimedia text"" analogous to multimedia text, defines esthetic foundation and stylistic characteristics of multimedia texts. It is determined that creativity in creation and publishing of multimedia texts becomes a form of social activity presence of social network users. The category of creativity is realized through the deconstruction of official culture, through irony and humour on everything which refers to a norm. This helped defining the means of multimedia creativity: precedence, language play, irony, collage. The method of case study helped revealing the fact that a multimedia message makes a greater impact on the communicative behaviour of social networks users than a common verbal message, it becomes a repost more frequently."
2018,Framing theory in studies of environmental information in press,"Illera, Jorge Holguera",10.1145/3284179.3284338,https://doi.org/10.1145/3284179.3284338,Association for Computing Machinery,Proceedings of the Sixth International Conference on Technological Ecosystems for Enhancing Multiculturality,,"The main objective of this communication is to analyze how the Framing Theory uses studies that are concerned with the approach of environmental information by the press. It is based on a literature review based on a protocol developed in order to capture each of the investigations that interest this study through three databases or reference searchers (Dialnet, WoS and Scopus). The concepts that this work contemplates are the key to the Framing Theory used in the recovered literature. Emphasis is also placed on historical discrepancies of this theoretical basis, such as the case of authors who prefer to opt for the second phase Agenda Setting, instead of referring to the Framing Theory.With this work we also want to see which authors are referenced when dealing with the Framing Theory and the definitions that are provided, as well as other issues that help researchers focus their response searches, as is the case of the sources and the actors, resources used to find out the construction of frames by the media, because, ""the selection of sources is the most natural way in which the media build frames"" [1].This study aims to offer a clear and systemic vision of the approach of the Framing Theory in combination or not with the Agenda Setting Theory."
2018,Mapping the systematic literature studies about software ecosystems,"Garc\'{\i}a-Holgado, Alicia and Garc\'{\i}a-Pe\~{n}alvo, Francisco J.",10.1145/3284179.3284330,https://doi.org/10.1145/3284179.3284330,Association for Computing Machinery,Proceedings of the Sixth International Conference on Technological Ecosystems for Enhancing Multiculturality,,"There is a need to improve the definition and development of technological ecosystems in order to solve the main problems detected in previous studies. To achieve this goal, it is required to identify and analyse the solutions available in the literature in the field of software engineering applied to ecosystems. The research in software ecosystems is a relatively young research area, but there are already several works that analyse the literature associated. To conduct a new systematic literature review is necessary to ensure that there are no studies that do the same, namely, that do not answer the same research questions. The identification of the need for a review was done through a study focused on systematic literature reviews and mapping studies about software ecosystems. This work aims to describe the mapping conducted as part of that study. It provides a global state of the art of this kind of studies in the area of software ecosystems."
2018,Artificial intelligence and the automatic classification of historical photographs,"Eiler, Florian and Graf, Simon and Dorner, Wolfgang",10.1145/3284179.3284324,https://doi.org/10.1145/3284179.3284324,Association for Computing Machinery,Proceedings of the Sixth International Conference on Technological Ecosystems for Enhancing Multiculturality,,"The amount of historical photographs is a challenge for archives with regard to analyzing, documenting and structuring archival material and make it retrievable and accessible. Established human centric concepts will not be able to handle the instream of un- or semi-structured material or handle analogue documentation. We suggest the use of artificial intelligence to pre-classify and organize historic photographs in collections and archives. With regard to uncertainty the concept of artificial intelligence based classification is discussed based on two questions: (1) What is the uncertainty in current archival documentation, assuming that the quality and completeness of a current classification depends on the partial and restricted knowledge of a person? (2) Can algorithmic concepts help to quantify the level of uncertainty? The aspect of documentation is discussed based on a comparison of algorithms and classical processes. The contribution of artificial intelligence to quantify the uncertainty is tested in a case study. For this an artificial neural network / convolutional neural network was trained and tested on a collection of historical photographs."
2018,Applying topic modeling techniques to degraded texts: Spanish historical press during the Transici\'{o}n (1977-1982),"Figuerola, Carlos G.",10.1145/3284179.3284319,https://doi.org/10.1145/3284179.3284319,Association for Computing Machinery,Proceedings of the Sixth International Conference on Technological Ecosystems for Enhancing Multiculturality,,"Topic modeling techniques are applied in the field of Digital Humanities, specifically wit historical texts some often. However, digitizing documents often produces texts with poor readability. This is the case of the historical press, in which to the degrading of the support must be added the layout, the inclusion of advertisements, illustrations, etc. This paper describes the application of topic modeling to a specific Spanish newspaper with these difficulties; as well as the same application during the same period to another newspaper converted to text manually. The comparison of the results shows consistency between both newspapers"
2018,Digital skills training in Higher Education: insights about the perceptions of different stakeholders,"Sicilia, Miguel-Angel and Garc\'{\i}a-Barriocanal, Elena and S\'{a}nchez-Alonso, Salvador and R\'{o}\.{z}ewski, Przemys\l{}aw and Kieruzel, Magdalena and Lipczy\'{n}ski, Tomasz and Royo, Carme and Uras, Francesca and Hamill, Canice",10.1145/3284179.3284312,https://doi.org/10.1145/3284179.3284312,Association for Computing Machinery,Proceedings of the Sixth International Conference on Technological Ecosystems for Enhancing Multiculturality,,"Digital skills are key enablers in a wide spectrum of jobs that require the use of digital tools for information search, communication and problem-solving. The interest on digital skills training has resulted in frameworks and offerings at different educational levels. However, there is a limited understanding on the relative importance of these skills for different stakeholders, and on the instructional methods that may better facilitate their acquisition in the Higher Education (HE) context as a preparation for the workplace. Here we report the results of a trans-national study on the perceptions of different stakeholder groups (namely students, employers, instructors and civic institutions) about the relative importance of digital competences, the effectiveness of current offerings and the best approaches for their acquisition. The European DigComp 2.1 framework for digital skills was used as a way of structuring the inquiry process based on surveys and focus groups. Results showed some differences in perception across groups and a clear focus on information search and communication abilities as priorities, but also to a perceived gap between the needs and the actual abilities of students. Results also point out to situated and problem-based learning approaches as adequate instructional methods."
2018,Audiovisual Annotation in the Study of Physics,"Mar\c{c}al, Jo\~{a}o and Borges, Maria Manuel and Viana, Paula and Carvalho, Paulo",10.1145/3284179.3284306,https://doi.org/10.1145/3284179.3284306,Association for Computing Machinery,Proceedings of the Sixth International Conference on Technological Ecosystems for Enhancing Multiculturality,,"The support of video in the learning environment is nowadays used to many ends, either for demonstration, research or share. It is intended to reinforce the space before and after class and introduce a new dynamic and interaction in the classroom itself. Pedagogical Innovaci\'{o} may be achieved by different approaches to motivate students and obtain better results. This paper presents a revision of the literature about the potential of using video annotation in the education context, specifically in the domain of Physics, using an open source annotation tool. The creation of audiovisual references, either for quick access to parts of organized video annotated content by the teacher, knowledge building or revision by and for other students is analyzed. This study is complemented with a testbed, showing the potential of using audiovisual annotated content, within a k-12 context. Students were invited to select video content, annotate, organize and publish the annotations, which could support the learning process in the domain of Physics. Results show that most of the aspects under analysis received a positive evaluation. The only exception relates to the capacity of the approach to motivated students to the study of Physics, as most of the students did not see this methodology as a motivating means."
2018,Mediaesthetics as an Educational Tool in Creative Writing Course,"Zagidullina, Marina",10.1145/3284179.3284305,https://doi.org/10.1145/3284179.3284305,Association for Computing Machinery,Proceedings of the Sixth International Conference on Technological Ecosystems for Enhancing Multiculturality,,"Mediaesthetic approach can be a very useful and successful tool for creative writing courses. This article introduces mediaesthetic components specific to a particular educational task but this approach can be applied to other courses as a universal principle. The case study, showed in this paper, is devoted to students' activity during an 18-weeks course of creative writing, in which mediaesthetic components were integrated. The investigation question was: How can mediaesthetic components influence the students' activity? The hypothesis (""the mediaesthetic component will increase students' involvement in the educational process and impact their success"") was confirmed. The methods of integrating mediaesthetic components in the course logics are described and discussed (variable mediaesthetic objects as information, inspiration, provocation-generating tools and their advantages and limitations)."
2018,Classroom Adaptations for Blended Learning Practices,"Sarmento, Thaisa Sampaio and Gomes, Alex Sandro and Moreira, Fernando",10.1145/3284179.3284296,https://doi.org/10.1145/3284179.3284296,Association for Computing Machinery,Proceedings of the Sixth International Conference on Technological Ecosystems for Enhancing Multiculturality,,"Hybrid education or blended learning is an educational method that incorporates technological and online resources into regular classes, even in traditional learning environments. Spatial conditions influence social relations and the development of cultural bonds inside a building, which may affect changes in layout configuration and usability conditions.The traditional configuration of most school classrooms must be reconsidered to allow changes in the educational paradigm. However, it is not clear which environmental aspects should be modified to improve performance in physical learning environments, especially to accommodate hybrid models in classrooms. This paper describes a participatory design process used to understand students' needs and perceptions in this era of digital and cultural changes. This study was carried out in a public secondary school in Northeastern Brazil and adopted qualitative research techniques to perform a participatory design exercise and understand the students' needs and problems. They collaborated in prototyping workshops to develop new classroom environment concepts.The results suggest a set of guidelines for learning environment suitable for hybrid models that were developed using a participatory approach and linked learning activity modalities to environment quality criteria."
2018,Decision support tools for SLR search string construction,"Marcos-Pablos, Samuel and Garc\'{\i}a-Pe\~{n}alvo, Francisco Jos\'{e}",10.1145/3284179.3284292,https://doi.org/10.1145/3284179.3284292,Association for Computing Machinery,Proceedings of the Sixth International Conference on Technological Ecosystems for Enhancing Multiculturality,,"Systematic literature reviews (SLRs) have gained popularity during the last years as a form of providing state of the art about previous research. As part of the SLR tasks, devising the search strategy and particularly finding the right keywords to be included in the search string is a difficult and critical step, as it will determine what evidence will be identified in the different searched sources and thus condition the rest of the review. In order to support the search process, this paper presents an iterative methodology for search string construction along with a set of decision support tools that help in building the search string by finding appropriate key terms related to the topic of interest in order to assist the researcher in the SLR conduction."
2018,Professional cooperation in primary school classes: general education teacher and specialization teacher views,"Kaldi, Stavroula and Tzika, Vassiliki and Xafakos, Efstathios",10.1145/3284179.3284287,https://doi.org/10.1145/3284179.3284287,Association for Computing Machinery,Proceedings of the Sixth International Conference on Technological Ecosystems for Enhancing Multiculturality,,"The present study focuses on the teacher cooperation levels in the new Greek primary school structure. It is based on the social network theory and it consists of a quantitative study with the use of self-reported questionnaires. Participant were general education and other specialization education teachers who worked in the new primary school structure with a reformed comprehensive curriculum. From the outcomes of this study it is evident that teacher cooperation levels are good but more time and effort is needed in order to deliver the comprehensive curriculum in collaboration. Moreover, although different specialists are brought together to teach in primary schools their expertise is not fully used in order to be valuable for student learning and teachers' professional development."
2018,Relationship between classroom environment and emotions in science students,"Membiela, Pedro and Cal, Laura and Jim\'{e}nez, Ares and Otero, Alberto and Zemankova, Katerina",10.1145/3284179.3284280,https://doi.org/10.1145/3284179.3284280,Association for Computing Machinery,Proceedings of the Sixth International Conference on Technological Ecosystems for Enhancing Multiculturality,,"The research has been carried out with 202 science students. Emotions about the teaching of science are related to variables associated with the classroom environment. Highlights the importance of negative predictors of negative emotions (boredom, hopelessness, anger and anxiety) both related to the work of teachers (teacher support and equity) and students (student cohesion and cooperation). In the relationship between the classroom environment and the emotions of science students, it is worth noting that the teacher's support and the students' cohesion are positive predictors of an important positive emotion such as enjoyment, and that the equity of the teacher and the cohesion of the students are negative predictors of another important negative emotion such as anxiety."
2018,Comprehensive analysis of the mass media visual component in the aspect of media aesthetics,"Topchii, Irina",10.1145/3284179.3284272,https://doi.org/10.1145/3284179.3284272,Association for Computing Machinery,Proceedings of the Sixth International Conference on Technological Ecosystems for Enhancing Multiculturality,,"Today, under the conditions of visual culture domination, the issues of particular text emotional perception by the audience, as well as questions of media aesthetics turn increasingly important. The article uses one of the leading social and political Internet media, in the Russian language, as an empirical basis. This is web-site Meduza, which is also presented in the most popular social network VKontakte, by RuNet. Thematic fields of media content of the public page are identified within the article. There is a classification of visual content, as well as the analysis of comments to the posts. When performing the research, the results of which are presented in this article, the author uses a set of different methods. These are method of continuous sampling; content analysis and discourse analysis; description and generalization. Complex nature of the methodology used here is aimed at deep and complex comprehension of the empirical material."
2018,ZELab: planning a living lab to educate modern engineering professionals,"Felgueiras, Manuel and Caetano, N\'{\i}dia",10.1145/3284179.3284270,https://doi.org/10.1145/3284179.3284270,Association for Computing Machinery,Proceedings of the Sixth International Conference on Technological Ecosystems for Enhancing Multiculturality,,"Buildings are now complex systems that traditionally have been studied in an isolated mode, seeking to respond to a specific need and dealing with a restricted set of variables. The targets established for energy efficient buildings and energy sustainability imply that these new systems are now more comprehensive and combine various independent systems. This new topology requires a new kind of engineering professionals trained in a more integrative and collaborative way. These new engineering professionals need to have not only expertise in a specific area, but also more comprehensive proficiencies that allow them to understand how to integrate their particular project into a wider functional system, and to communicate with experts from different areas. This paper addresses some challenges and issues posed to Higher Education institutions on the educational paradigms of future engineering professionals and proposes the ZELab teaching / research space as an integrative educational tool."
2018,Design of an ultrasound simulation tool for procedures training and learning,"Muriel-Fern\'{a}ndez, Jorge and L\'{o}pez-Mill\'{a}n, Jos\'{e} Manuel and M\'{e}ndez, Juan A Ju\'{a}nes and S\'{a}nchez-Ledesma, M Jos\'{e}",10.1145/3284179.3284245,https://doi.org/10.1145/3284179.3284245,Association for Computing Machinery,Proceedings of the Sixth International Conference on Technological Ecosystems for Enhancing Multiculturality,,Simulation is a significant advance in today's conception of medical training. The purpose of this study is to show the design of a remote simulation program for the learning of ultrasound-guided blocking technique. System requirements are simple: A computer Internet device. The simulator is an online tool that allows the practice of nerve blocks most commonly used in different levels of difficulty. This is a simple self-guided process that shows step by step how to reach the final goal of the technique.
2018,Use of 3D PDF (portable document format) in radiological models: Tools and Applications,"Rico, Roberto D. Tabernero and M\'{e}ndez, Juan A. Juanes and Prats-Galino, Alberto",10.1145/3284179.3284239,https://doi.org/10.1145/3284179.3284239,Association for Computing Machinery,Proceedings of the Sixth International Conference on Technological Ecosystems for Enhancing Multiculturality,,"PDF is a standard file format to present and exchange documents reliably, independent of the software, hardware or operating system. Therefore, it is very useful and is widely used for the communication of information through the Internet and for the electronic academic publication. The PDF allows embedding 3D objects in the latest versions, and although this technology has great potential for the communication of these data, today is not a tool widely used by the scientific community or biomedical research. The objective of this review is to provide an overview of the tools offered by the PDF software regarding the visualization of three-dimensional models, especially for biomedical images of three-dimensional models generated from radiological images."
2018,Agile methods as problem-based learning designs: setting and assessment,"Barriocanal, Elena Garc\'{\i}a and Sicilia, Miguel-Angel and S\'{a}nchez-Alonso, Salvador and Cuadrado, Juan-Jos\'{e}",10.1145/3284179.3284237,https://doi.org/10.1145/3284179.3284237,Association for Computing Machinery,Proceedings of the Sixth International Conference on Technological Ecosystems for Enhancing Multiculturality,,"Problem-based learning has been proved as a good method to teach Software Engineering, concretely when project development skills are involved. In those cases, project work departs from some stakeholder requirements that are often ill-defined, and the team progresses by analysis and design identifying the parts that the team can develop and which of them requires further investigation. From a teaching perspective, agile methods like Scrum perfectly fit the problem-based learning model, since sprint results can provide a good indicator of group and individual student progress. In this paper, a case study aimed at introducing learning analytics in an instructional design for Advanced Software Engineering courses using problem-based learning approach is reported. Learning analytics were carried out both from the project work process, adopting some tools of the platform used to manage task and activities (Jira Software), and from the obtained final grade, using Jupyter notebooks."
2018,A Preliminary Study of Proof of Concept Practices and their Connection with Information Systems and Information Science,"Neto, Antonio Jose Rodrigues and Borges, Maria Manuel and Roque, Licinio",10.1145/3284179.3284226,https://doi.org/10.1145/3284179.3284226,Association for Computing Machinery,Proceedings of the Sixth International Conference on Technological Ecosystems for Enhancing Multiculturality,,"In this study, we have identified that a Proof of Concept can be characterized as a research practice and instrument of knowledge creation, based on a set of activities that are applied to the study and understanding of certain objects by the actors involved. In Information Systems Development, we have characterized a Proof of Concept as a system that creates socio-technical phenomena and, with the aim of understanding these phenomena, we use the Context Engineering approach. Context Engineering represents the relationship between a set of essential movements in a new framework of activities of Information Systems Development. Furthermore, we highlight Information Science, which allows us to study in formal and rigorous ways the processes, techniques, conditions, and effects that are entailed in improving the efficacy of information, which is used for a range of purposes related to individual, social and organizational needs, as well as new methods of scientific communication. To our knowledge, and following a review of the literature, there is a lack of studies combined with gaps in the knowledge of Proof of Concept practices. The misunderstanding of these practices may strengthen the probability of compromising the reliability, reproducibility, and reusability of the knowledge consumed or constructed in a Proof of Concept, which may affect its appropriate utilization by the organizations, their actors, or communities of practice. In this context, this paper aims to promote a preliminary study of the state-of-the-art scientific knowledge and to contribute to the body of published literature on Proof of Concept practices."
2018,A system of indicators for assessing scientific and technological capacity at local universities,"Ramos, Hilda A. Del Carpio and Ramos, Pedro A. Del Carpio and Garc\'{\i}a-Pe\~{n}alvo, Francisco Jos\'{e}",10.1145/3284179.3284219,https://doi.org/10.1145/3284179.3284219,Association for Computing Machinery,Proceedings of the Sixth International Conference on Technological Ecosystems for Enhancing Multiculturality,,"Universities are acquiring an essential role in the advance of science and technology; therefore, it is vital to analyze how well they are managing and conducting research. Since local universities lack the tools to gather and systematize information related to their research activities, the development of specific indicators is crucial. This research focused on what factors should be measured and how they should be measured to assess scientific and technological capacity at local universities. The objective was to design a system of indicators. To achieve this aim, the authors reviewed 42 background studies and established a theoretical model based on the Theories of Change and an adapted version of the Baseline Measurement Methodology. The research found that Scientific Production, Research Procedures, and Scientific and Technological Infrastructure are the influencing factors on scientific and technological capacity at universities. The results also showed that measuring these factors requires a comprehensive system of indicators."
2025,Kaleidoscope Gallery: Exploring Ethics and Generative AI Through Art,"Issak, Alayt and Narayan, Uttkarsh and Srinivasan, Ramya and Kleinman, Erica and Harteveld, Casper",10.1145/3698061.3726929,https://doi.org/10.1145/3698061.3726929,Association for Computing Machinery,Proceedings of the 2025 Conference on Creativity and Cognition,,"Ethical theories and Generative AI (GenAI) models are dynamic concepts subject to continuous evolution. This paper investigates the visualization of ethics through a subset of GenAI models. We expand on the emerging field of Visual Ethics, using art as a form of critical inquiry and the metaphor of a kaleidoscope to invoke moral imagination. Through formative interviews with 10 ethics experts, we first establish a foundation of ethical theories. Our analysis reveals five families of ethical theories, which we then transform into images using the text-to-image (T2I) GenAI model. The resulting imagery, curated as Kaleidoscope Gallery and evaluated by the same experts, revealed eight themes that highlight how morality, society, and learned associations are central to ethical theories. We discuss implications for critically examining T2I models and present cautions and considerations. This work contributes to examining ethical theories as foundational knowledge that interrogates GenAI models as socio-technical systems."
2015,Aquaponics system an EPS@ISEP 2014 spring project,"Llaurad\'{o}, Anna Mesas and Docherty, Arlene and M\'{e}ry, Gw\'{e}na\""{e}l and Sokolowska, Natalia and Keane, Sean and Duarte, Abel J. and Malheiro, Benedita and Ribeiro, Cristina and Ferreira, Fernando and Silva, Manuel F. and Ferreira, Paulo and Guedes, Pedro",10.1145/2808580.2808662,https://doi.org/10.1145/2808580.2808662,Association for Computing Machinery,Proceedings of the 3rd International Conference on Technological Ecosystems for Enhancing Multiculturality,,"The goal of this project, one of the proposals of the EPS@ISEP 2014 Spring, was to develop an Aquaponics System. Over recent years Aquaponics systems have received increased attention due to its possibilities in helping reduce strain on resources within 1st and 3rd world countries. Aquaponics is the combination of Hydroponics and Aquaculture and mimics a natural environment in order to successfully apply and enhance the understanding of natural cycles within an indoor process. By using this knowledge of natural cycles it was possible to create a system with the capabilities similar to that of a natural environment with the benefits of electronic adaptions to enhance the overall efficiency of the system. The multinational team involved in its development was composed of five students, from five countries and fields of study. This paper covers their solution, involving overall design, the technology involved and the benefits it could bring to the current market. The team was able to achieve the final rendered Computer Aided Design (CAD) drawings, successfully performed all the electronic testing, and designed a solution under budget. Furthermore, the solution presented was deeply studied from the sustainability viewpoint and the team also developed a product specific marketing plan. Finally, the students involved in this project obtained new knowledge and skills."
2024,An Instrument for Assessing Power Distance in Agile Organizations - Preliminary Results,"Mattos, Claudio Saraiva and Dutra, Eliezer and Santos, Gleison",10.1145/3701625.3701653,https://doi.org/10.1145/3701625.3701653,Association for Computing Machinery,Proceedings of the XXIII Brazilian Symposium on Software Quality,,"Background: Power Distance is defined as the degree of acceptance in relation to inequality of power among people. In agile organizations, high distance power can lead to restricted communication, reduced collaboration, and resistance to change, which can negatively affect the software quality. However, identifying latent behaviors associated with high power distance is not always straightforward. Objective: We present IDPD, an instrument to assess power distance in agile organizations whose measurement items are based on manifestations of power distance associated with human factors, organizational culture elements, and process-related elements. Method: We followed guidelines for developing psychometric scales. The IDPD was evaluated by an expert judge panel and in a case study in two agile teams. Results: The items were deemed easy to understand, relevant and adequate to evaluate power distance in agile settings. In general, the diagnosis provided in the case study showed little to no effect associated with high power distance on organizational culture elements and human factors. Conversely, high power distance may be impacting process execution and improvement. Conclusion: Initial evidence suggests that the IDPD supports the assessment of power distance in agile teams and provides insights for mitigating its impacts."
2017,Mobile Serious Games: An Accessibility Assessment for People with Visual Impairments,"Jaramillo-Alc\'{a}zar, Angel and Luj\'{a}n-Mora, Sergio",10.1145/3144826.3145416,https://doi.org/10.1145/3144826.3145416,Association for Computing Machinery,Proceedings of the 5th International Conference on Technological Ecosystems for Enhancing Multiculturality,,"Nowadays, serious games allow to educate in an amused way in different areas. They have become a great tool in the learning process. However, the vast majority do not focus on vulnerable groups such as visually impaired people. On the other hand, the use of mobile devices has been growing and have become an important actor in the learning process, because there are many serious games developed for environments in this devices. Despite this, accessibility for visually impaired has not been considered as a necessary element in the development of this kind of video games. Some authors and companies of development of video games have proposed general guidelines that recommend for the construction of this type of applications. However, these initiatives have not been formalized so they need to be consolidated and analyzed to define a model for the accessibility assessment of video games oriented to people with visual impairments. This paper presents a compilation and analysis of accessibility guidelines for the development of video games for people with visual impairment. It also proposes a categorization of guidelines that can be used to analyze the level of accessibility of a video game and especially of serious games. As a case study, this categorization is used to evaluate some selected mobile serious games and identify their level of accessibility for people with visual impairment. We propose an analysis tool for those who wish to develop mobile serious games for the visually impaired."
2017,BYOD for Physics Lab: studying Newton's Law of cooling with a smartphone,"Mart\'{\i}n-Ramos, Pablo and Susano, Maria and Silva, Pedro S. Pereira da and Silva, Manuela Ramos",10.1145/3144826.3145413,https://doi.org/10.1145/3144826.3145413,Association for Computing Machinery,Proceedings of the 5th International Conference on Technological Ecosystems for Enhancing Multiculturality,,"In this paper we discuss a simple and inexpensive method to introduce students to Newton's law of cooling using only their smartphones, according to the Bring-Your-Own-Device philosophy. A popular experiment in basic thermodynamics, both at a high-school and at University level, is the determination of the specific heat of solids and liquids using a water calorimeter, resourcing in many cases to a mercury thermometer. With our approach the analogical instrument is quickly turned into a digital device by analyzing the movement of the mercury with a video tracker. Thus, using very simple labware and the students' smartphones or tablets, it is possible to observe the decay behavior of the temperature of a liquid left to cool at room temperature. The dependence of the time constant with the mass and surface of the liquid can be easily probed, and the results of the different groups in the classroom can be brought together to observe the linear dependence1."
2017,Archives' call to Digital Humanities: a case study of Portuguese Municipal Archives,"Freitas, Cristiana and Borges, Maria Manuel and Revez, Jorge",10.1145/3144826.3145383,https://doi.org/10.1145/3144826.3145383,Association for Computing Machinery,Proceedings of the 5th International Conference on Technological Ecosystems for Enhancing Multiculturality,,"The availability of digitised cultural heritage content held by archives and other memory institutions improves their visibility, facilitate and increases access to information, allowing new kinds of research of digital heritage, namely Digital Humanities. This study intends to report how Municipal Archives of mainland Portugal are ensuring access to their digitized cultural heritage content. For this purpose, an analysis was held to collect data about online catalogues with digital objects linked to the archival description in 278 Municipal Archives of mainland Portugal. The data revealed that the openness of the primary information sources preserved by the municipal archives, which can be reused by all those who need them and particularly by digital humanists, is still in infancy."
2017,Co-Designing Innovation Networks for Cross-Sectoral Collaboration on the Example of exploreAT!,"Gura, Caitlin and Dorn, Amelie and Benito, Alejandro and Wandl-Vogt, Eveline and Losada, Antonio",10.1145/3144826.3145378,https://doi.org/10.1145/3144826.3145378,Association for Computing Machinery,Proceedings of the 5th International Conference on Technological Ecosystems for Enhancing Multiculturality,,"Daily interaction with digital media and devices has become a natural habit for the majority of people across different age ranges in Western cultures. The way we interact with and react to digital media, however, has been constantly evolving and there is a clear trend towards implementing device-oriented interactive engagement in a more meaningful way, where users readily add to shaping and creating digital experiences that not only generate added value for them personally, but also for the various other actors involved. This also concerns the interaction with both virtual as well as real-life objects in cultural settings. Across different sectors, creating a complementary synthesis of the digital and analog has been a primary topic, particularly in the course of the 21st century. In this paper we aim to discuss the establishment of cultural innovation networks between museums and other sectors, exemplify potential links between digital and physical objects in connection with a current Digital Humanities project (exploreAT!) and shed light on user engagement possibilities opening towards open innovation research infrastructures (OI-RI)."
2025,Unlocking the Power of Speech: Game-Based Accent and Oral Communication Training for Immigrant English Language Learners via Large Language Models,"Zhao, Yijun and Pan, Jiangyu and Cao, Jiacheng and Zhang, Jiarong and Dong, Yan and Wang, Yicheng and Hansen, Preben and Wang, Guanyun",10.1145/3706598.3713945,https://doi.org/10.1145/3706598.3713945,Association for Computing Machinery,Proceedings of the 2025 CHI Conference on Human Factors in Computing Systems,,"With the growing number of immigrants globally, language barriers have become a significant challenge, particularly for those entering English-speaking countries. Traditional language learning methods often fail to provide sufficient practical opportunities, especially for diverse accents. To address this, we introduce Language Urban Odyssey (LUO), a serious game that leverages large language models (LLMs) and game-based learning to offer a low-cost, accessible virtual environment for English learners. Built on the Minecraft platform, LUO offers real-time speech interaction with NPCs of various accents, supported by multi-modal feedback. A controlled study (N=30) showed improvements in speaking abilities, accent comprehension, and emotional confidence. Our findings suggest that LUO provides a scalable, immersive platform that bridges gaps in language learning for immigrants facing cultural and social challenges."
2017,Creating quality standards for scientific content in digital environments through the development of a utility model (II),"Mangas-Vega, Almudena and Gom\'{e}z-D\'{\i}az, Raquel and Cord\'{o}n-Garc\'{\i}a, Jos\'{e} Antonio",10.1145/3144826.3145448,https://doi.org/10.1145/3144826.3145448,Association for Computing Machinery,Proceedings of the 5th International Conference on Technological Ecosystems for Enhancing Multiculturality,,"Currently there is a problem when assessing monographs: lack of method and clear indicators to measure the prestige and quality of the publishers and their works. There are some systems and tools that attempt to solve these deficiencies, but there is still much work to do, because this problem affects negatively on the perception that people have of researchers and institutions.On the other hand, to generate any evaluation system in the current landscape of scientific publishing, the technical needs of both publishers and resources and the science assessment trends must be taken into account by specific criteria and indicators and, as far as possible, the tool generated should be multifunctional for all kinds of scientific publication. This paper tackles the steps to Creating quality standards for scientific content in digital environments through the development of an utility model with the focus on the work done during the second academic year of the Phd program."
2017,Preliminary validation of the metamodel for developing learning ecosystems,"Garc\'{\i}a-Holgado, Alicia and Garc\'{\i}a-Pe\~{n}alvo, Francisco J.",10.1145/3144826.3145439,https://doi.org/10.1145/3144826.3145439,Association for Computing Machinery,Proceedings of the 5th International Conference on Technological Ecosystems for Enhancing Multiculturality,,"Learning ecosystems are positioned as a technological solution able to provide learning environments that evolve over time to cover the changing needs of users or include new tools for knowledge management. The definition, development and deployment of this type of software solutions is complex and involves several problems identified and analyzed in previous works. In order to solve these problems, an architectural pattern based on Buschmann's Layers pattern has been defined. The accumulated experience developing learning ecosystems along with the problems analysis using Business Process Model and Notation and the architectural pattern, have provided a knowledge base to define an ecosystems metamodel. The proposed metamodel provides a framework for Model-Driven Development of learning ecosystems. The main objective of the present work is to validate the ecosystems metamodel from modeling a learning ecosystem."
