year,title,author,doi,url,publisher,booktitle,editor,abstract
2025,A Multi-Task Learning and Multi-Head Attention Based Sentiment Analysis Model for Interactive Edutainment Devices,"Liang, Haobo",10.1109/DAPIC66097.2025.00015,,,"2025 International Conference on Digital Analysis and Processing, Intelligent Computation (DAPIC)",,"Multicultural and history education is key to fostering empathy, inclusiveness, and global understanding in young students. It enriches ideas, drives economic growth, and preserves cultural heritage. To promote global cultural education, we propose a solution using big data and smart technology through crane machines equipped with dolls dressed in traditional costumes. These dolls are interactive, collecting text and speech data from users. By using sentiment analysis, we can better understand the emotional and interactive needs of users. We introduce a text sentiment analysis model based on multi-head attention and multi-scale CNN. The data undergoes preprocessing, and BERT generates word vectors. BILSTM and multi-attention mechanisms capture contextual dependencies, while multi-scale CNNs extract local text features to detect sentiment polarity. These features are fused to create a new feature vector for prediction. Additionally, we propose an end-to-end speech sentiment analysis model (EML) based on multi-task learning. Speech is processed through the Wav2Vec2.0 pre-training model to obtain temporal feature representations. In training, the model simultaneously performs speech translation and sentiment classification. Experimental results validate the effectiveness of this approach."
2025,"Attending with SPSS, the Teaching of English Through Nahuatl as a Base Language in San Miguel Canoa","Vargas, Guadalupe Mercado and Del Carmen Castillo Salazar, María",10.1109/IFE63672.2025.11024999,,,2025 Institute for the Future of Education Conference (IFE),,"This article presents the quantitative phase of a mixed-methods study that explores the teaching of English using Nahuatl as a base language in the Indigenous community of San Miguel Canoa, Puebla, Mexico. The research aims to understand the pedagogical strategies employed by teachers, the perceptions of students and the community, and the challenges and opportunities of teaching English in this multilingual and multicultural context. The study employs a sequential explanatory design, with a quantitative survey followed by interviews and qualitative observations planned for a later phase. The quantitative results provide initial information on effective strategies for teaching English in Indigenous communities and contribute to the understanding of how the Nahuatllanguage can be preserved and valued in this process."
2024,Optimization of User-Centric Step Indicator for Digital Banking Interface,"Huang, Yi-Ting and Wang, Tzu-Hsuan and Lin, Cian-Yu",10.1109/ICCE-Taiwan62264.2024.10674275,,,2024 International Conference on Consumer Electronics - Taiwan (ICCE-Taiwan),,"Step indicators show users how far they have progressed in a multi-step process and are thus an essential element of interface design. However, research on step indicators is lacking, and optimizing these indicators in cellphone interfaces is essential to maximize their benefits to create a better user experience (UX). The focus of this study was banking apps. Through interviews with six financial experts and experts on user interface (UI) and UX, combined with prototyping and questionnaire surveys, we sought a balance between user-centered design and practical needs. The results show that step indicators are most effective when tasks are divided into more than three stages. Experts affirmed their effectiveness in reducing user anxiety and provided appropriate design solutions based on different step counts and language contexts. This study not only deepens our understanding of step indicators for different applications but also provides vital design guidelines for designers of mobile banking interfaces to enhance UX in multilingual and multicultural environments."
2023,Welcome Message,"Xu, Xun and Vogel-Heuser, Birgit",10.1109/CASE56687.2023.10260467,,,2023 IEEE 19th International Conference on Automation Science and Engineering (CASE),,"On behalf of the Organizing Committee, it is our great pleasure to extend a warm welcome to all participants attending the IEEE 19th International Conference on Automation Science and Engineering (IEEE CASE2023), taking place in Auckland, New Zealand, from August 26-30, 2023. As the flagship conference of the IEEE Robotics & Automation Society, CASE serves as a prestigious international platform for researchers and practitioners to present and discuss their cutting-edge work in the field of automation. We are delighted to host this significant event for the first time in this part of the world, amidst the vibrant, multicultural environment and innovative spirit that characterises Auckland, one of the world's most sustainable and liveable cities."
2020,Engaging Engineering Students in Cultural Diversity and Unity Studies,"Ziyatdinova, Julia and Oleynikova, Olga and Valeeva, Elvira",10.1109/EDUCON45650.2020.9125305,,,2020 IEEE Global Engineering Education Conference (EDUCON),,"The increase in the number of international students in the universities worldwide has led to new challenges and opportunities in engineering education. Despite the created multicultural environment, its participants still tend to congregate with peers from their native countries, especially in the engineering programs, where more attention is traditionally paid to research experiments and work-based experience, rather than to communication strategies. The paper aims at developing new strategies of engaging engineering students in intercultural communication through participation in cultural diversity and unity studies"
2024,Intercultural Readiness: Mapping Effective Teamwork Strategies in Engineering Teams to the Intercultural Development Continuum,"Chhikara, Alankrita and Lapka, Samantha and Jesiek, Brent K. and Kung, Franki Y. H.",10.1109/FIE61694.2024.10892844,,,2024 IEEE Frontiers in Education Conference (FIE),,"This research paper explores the experiences of engineering students and professionals in multicultural teams, aiming to understand successful strategies for working in such environments. With the engineering field diversifying rapidly due to globalization, there is a growing need for engineers to possess cross-cultural communication and collaboration skills alongside technical knowledge. This study aims to improve the effectiveness of engineering education and addresses the evolving needs for engineering education and the role of educators in preparing future engineers for multicultural teamwork. The following research questions guided our study: (i). What strategies do engineering students and professionals hold and employ in navigating multicultural teamwork?, and (ii) How do these specific strategies mentioned by engineering students and professionals align with the developmental orientations on the Intercultural Developmental Continuum (IDC)? The study employed a qualitative approach, with interviews and focus groups conducted with 41 engineering students and 17 professionals who reported prior experience working on multicultural teams. Participants discussed their experiences and strategies, which were categorized into social behavioral, cognitive, and affective attitudinal themes. A total of 17 strategy types were identified in the student data and 16 types in the professional data. Strategies were in turn mapped to different developmental orientations on the IDC, showing a relationship between strategies described by participants and associated stages of intercultural development. Our findings reveal likely gaps in multicultural teamwork abilities among both students and professionals. More specifically, engineering students and professionals may benefit from expanded intercultural development training to foster more ethnorelative approaches to teamwork. Future research could involve participants completing the IDI survey before interviews to better understand their individual levels of intercultural development, followed by efforts to design and pilot training and educational materials aligned with particular intercultural development levels. This research contributes to understanding successful strategies for working in multicultural teams, benefiting educators, practitioners, and engineering students alike."
2021,A model for experiential learning by replicating a workplace environment in virtual classes,"Efthymiou, Leonidas and Ktoridou, Despo and Epaminonda, Epaminondas",10.1109/EDUCON46332.2021.9453966,,,2021 IEEE Global Engineering Education Conference (EDUCON),,"Experiential learning has been a core notion in higher education for nearly half a century. However, the application of experiential learning practices on virtual classes is somewhat limited. In this paper, we test different practices of experiential learning intended for online learning. We draw on electronic end-of-module surveys, which have been completed by students upon completion of the class. The sample concerns the completed questionnaires of 197 post-graduate students. Based on these findings, we present a three-pillar model which relies on a) online communities, b) learning-by-doing as part of continuous assessment and, c) multicultural teamwork, to promote experiential learning by replicating a `workplace environment'."
2018,Using cultural heterogeneity to improve soft skills in engineering and computer science education,"Andersson, Christina and Logofatu, Doina",10.1109/EDUCON.2018.8363227,,,2018 IEEE Global Engineering Education Conference (EDUCON),,"If an engineer obtains correct conclusions, but cannot communicate these results in a proper way, then the value of the achievements could be diminishing dramatically. Awareness about the importance of acquiring soft skills in addition to technical knowledge is often present in engineering education, but the issue is still how the improvement of these key competencies should be addressed. Often our engineering classes are heterogeneous, both with respect to pre-knowledge of the mathematical and technical skills, but also concerning the cultural background of the students. This can be an additional challenge for the teaching situation. Instead of considering the cultural heterogeneity as an obstacle, we decided to use it as an advantage for enhancing soft skills in a mathematics course. In this paper, we describe a multicultural-based teaching approach for improving soft skills in engineering and computer science education."
2023,Determination of the Diversity Index of Applicants to the Ivan Franko National University of Lviv and its Visualisation in GIS,"Zubyk, Andrii and Mishchuk, Nataliia and Melnyk, Bohdan and Mykhailyshyn, Rostyslav and Ivanova, Anna",10.1109/ACIT58437.2023.10275707,,,2023 13th International Conference on Advanced Computer Information Technologies (ACIT),,"The diversity index of applicants by region of residence was determined based on the analysis of the data of the 2019-2022 admission campaigns to Ivan Franko National University of Lviv. Spatial patterns were identified, and changes in the territory origin of applicants were analyzed in the context of the university’s faculties. The data obtained were entered into an attribute database and visualized using GIS functionality. Using the ArcMap package and various methods of data classification, a number of maps with a graduated color scale were created."
2020,Adaptive Sorting Method of Big Data with Scattered Defects Based on Cloud Computing,"Wen, Liu and Fen, Liu and DangDang, Dai and Huan, Xu and XiangLi, Peng",10.1109/ICICTA51737.2020.00085,,,2020 13th International Conference on Intelligent Computation Technology and Automation (ICICTA),,"In order to better sort the massive scattered defect data and ensure the effect of data processing, an adaptive sorting method based on cloud computing is proposed. In order to improve the convergence of data, multi-objective processing is carried out in the cloud computing environment. Combined with the fuzzy adaptive sorting algorithm, the difference value of multi-objective variation is calculated to achieve the balanced adjustment of variation data. In order to speed up the data convergence, balance the local optimal sorting value, obtain the initial value of scattered defect data, and complete the adaptive sorting of scattered defect big data. Finally, experiments show that the adaptive sorting method based on cloud computing can better repair and accurately sort the scattered data, and improve the data convergence effect."
2019,Cultural Diversity in Database Teaching,"Welzer, Tatjana and Družovec, Marjan and Kompara, Marko and Hölbl, Marko",10.1109/EAEEIE46886.2019.9000471,,,2019 29th Annual Conference of the European Association for Education in Electrical and Information Engineering (EAEEIE),,"Despite a different understanding of the world, we are living in a global world in which we must cope not only with the communication in our own language and culture, but also with global communication in a common language, the so called lingua franca. Very often this is the English language, that simplifies the communication, but does not dismiss the cultural differences between different national cultures and inside other cultural groups. In our contribution, we will concentrate on the cultural influence on teaching databases. Open questions that we want to discuss are: Which cultural viewpoints have to be considered (national, different users' groups); how culture influences expert work; and finally, yet importantly, do we have general solutions for those open questions? Besides the presentation of basic cultural concepts like culture, cultural differences, cultural awareness and others, we will also present the experiences of a student test group and students from the Erasmus+ program, who answered the question about cultural viewpoint inclusion into conceptual modelling (local students), or take part in the interview (Erasmus students)."
2019,Professional Competence of A Foreign Language Teacher in A Technical University,"Anarmatovna, Atashikova Nilufar",10.1109/ICISCT47635.2019.9012005,,,2019 International Conference on Information Science and Communications Technologies (ICISCT),,The article is devoted to the problem of professional competence of a foreign language teacher in a technical university. The author has developed a model of professional competence based on the analysis of the conditions of a teacher's activity. A conclusion has been made about the importance of a professional component in the competence structure.
2017,Encouraging the diversity of graduate students in technology,"Lucietto, Anne M. and McNally, Helen A.",10.1109/FIE.2017.8190483,,,2017 IEEE Frontiers in Education Conference (FIE),,"Diversity in technology programs is as confounding to technology programs as it is to any other STEM fields. Some believe that strengthening the basic skill sets of students in math [1] will raise awareness of Science, Technology, Engineering, and Mathematics (STEM) in the United States. While others find other issues such as debt cause a large influence in lack of persistence in STEM programs, both graduate and undergraduate.[2, 3] A review of the data available on engineering technology and other technology graduate students provides clarity to the diversity issue. While the authors found some students progress onto graduate school, nearly 60% were enrolled in the 3/2 programs. These are programs where students complete a bachelor and master degree in 5 years. Our study also showed students, primarily those that are a minority by race or gender, do not continue their education through graduate school. These findings raise some questions about these students and what steps will encourage their persistence or return to graduate study. Therefore, further examination of available data, future interviews with current students and graduates will provide a better understanding of the lack of diversification and persistence in technology graduate programs. Utilization of data gathered in the large institutional database provides a means to understand how the perception of students influences their decision to persist, continue, and complete further study. Increased understanding as it relates to students decisions to persist allows institutions to develop strategies to change student perceptions and decisions to persist. Administration will then have the information needed to support the development of programs that will encourage persistence and greater diversification of the graduate student population in technology."
2019,Intercultural Education - New Challenges for Higher Education,"Račková, M. and Vranayová, Z. and Fejedelem, Š.",10.1109/ICETA48886.2019.9039999,,,2019 17th International Conference on Emerging eLearning Technologies and Applications (ICETA),,"The general objective of intercultural education is not only to convey the reflection of its own anchor, but also to accept differences, to develop the idea of solidarity, cooperation, tolerance. This is a specific adaptation process in which its addressees react to new realia, including environmental burdens. They change their intercultural sensitivity, which, on the one hand, is related to the relativism of the one's world's image, and, on the other hand, to personal sensitivity framed by environmental and cultural ambience of the global world."
2021,Fake News in European History,"Biron, Bettina",10.1109/CogSIMA51574.2021.9475936,,,2021 IEEE Conference on Cognitive and Computational Aspects of Situation Management (CogSIMA),,"The phenomenon of fake news has been with us since the development of the earliest writing systems, or even since information and lie exist. The lecture aims to approach the question of fake news in history, which methods were used and what lessons can we learn from them nowadays in the times of digitalization and information overflow.The contribution focuses on migration, as an example on the case study of Sudeten Germans. Here we can see the transformation of a close relationship between ethnic as well as linguistic groups over centuries into national hatred. News, fake news and propaganda played an essential role in these developments. In the break of culture of National Socialism and the resulting post- war violence, this culminated in the expulsion of the Sudeten Germans from Czechoslovakia. These developments led to friend and foe schemes over generations until today - which are expressed offline as well as online."
2015,Jacqueline Caux: Almost Nothing with Luc Ferrari (Critical Ear Volume 5),"Roads, Curtis",10.1162/COMJ_r_00302,,,,,""
2015,Neil Leonard: For Kounellis,"Feller, Ross",10.1162/COMJ_r_00303,,,,,""
2023,Reducing Foreign Language Anxiety with Virtual Reality,"Park, Seonjeong and Carlisle, Damaris and Gillies, Marco and Pan, Xueni",10.1109/VRW58643.2023.00136,,,2023 IEEE Conference on Virtual Reality and 3D User Interfaces Abstracts and Workshops (VRW),,"An immersive VR experience was developed to examine the relationship between foreign language anxiety (FLA), virtual audience characteristics, and learners' perceptions of the virtual audience. Seven students studying English as a second language selected their avatars and practised their presentations in front of a virtual audience in a realistic classroom. Results indicated that participants' FLA levels increased when presenting to larger audiences, but decreased after repeated presentations. They were also able to identify the surroundings more readily when presenting in front of smaller audiences, as well as in front of audiences of diverse ethnicity."
2021,What Students Can Tell Us: Using Argumentation and Debate in e-learning times?,"Trindade, Maria A. M.",10.1109/ICCSE51940.2021.9569483,,,2021 16th International Conference on Computer Science & Education (ICCSE),,"Long lectures and dictations, memorization by heart and little interaction in the classroom often leave students less involved and committed. These deficiencies were highlighted by COVID-19 with the online classes. In this study, we propose an active learning activity to improve students’ understanding of business concepts. We applied the activity in an online class, at a renowned university in Portugal, to first-year students from management and economics courses. Students answered a quiz, before and after the activity, to measure the level of comprehension of the topic. The high scores of the post-quiz reflect the good acquisition of knowledge. The survey found that most students (96%) agree that active learning methods can be more efficient at acquiring and understanding management concepts. Students also raised several positive points about active learning methods."
2024,Comparative Analysis of rPPG Algorithms Across Diverse Countries of Origin,"Aslami, Fahrur and Sripian, Peeraya",10.1109/iSemantic63362.2024.10762319,,,2024 International Seminar on Application for Technology of Information and Communication (iSemantic),,"Heart rate measurement is crucial for assessing physical health. Traditionally, contact-based method such as PPG requiring skin attachment have been predominant. However, these methods have limitations due to their invasive nature. Remote photoplethysmography (rPPG) offers a non-contact alternative that broadens its application possibilities. Yet, current rPPG methods have not been extensively tested across diverse populations, where varying skin pigmentation can affect measurement accuracy. This study aims to determine the most effective rPPG method for extracting heart rate from individuals of diverse origins. Evaluating Chrominance-based (CHROM), Plane Orthogonal to Skin (POS), and GREEN methods using Mean Absolute Error (MAE) and Root Mean Square Error (RMSE), we found that the POS method demonstrated superior predictive accuracy with an RMSE of 8.45, while GREEN showed comparable performance with an RMSE of 8.89 across different country groups."
2020,Using Black Music as a bridge to understanding introductory programming concepts,"James, David and Hampton, Lelia",10.1109/RESPECT49803.2020.9272409,,,"2020 Research on Equity and Sustained Participation in Engineering, Computing, and Technology (RESPECT)",,"Computer Science is a field that still has long strides to make before its workforce reflects the racial, ethnic and gender diversity found in the United States. To address this problem the authors developed culturally relevant class activities and homework problems that teach students to use loops, lists, functions and conditional logic, by remixing popular Black music in an introductory Python course. The activities were developed with the thought that students would be less intimidated by the content, if they saw their culture reflected in the course materials. Using an online survey, students were asked to compare their experience working on the problems that used Black music as a context, with their experience completing textbook problems on the same content. All of the survey respondents were Black female undergraduate students enrolled in a STEM major at a historically black college. Students reported that they were better able to identify with the examples and problems using Black Music as a context. Study participants also indicated that making enjoyable music motivated them to work harder than they would on textbook problems. Of the 33 study participants, 60% had no prior experience programming, and 63% of the students expressed an interest in taking further computer science coursework as an elective. The authors explain the sequence of assignments they used to help students understand introductory computer science concepts, and share lessons learned from using Black Music as a tool in the classroom."
2024,Globalization in Engineering Education – 20 Years' Experience Resume,"Friesel, Anna",10.1109/ITHET61869.2024.10837669,,,2024 21st International Conference on Information Technology Based Higher Education and Training (ITHET),,"With the increasing interconnectedness of the world, globalization has become a prominent factor influencing various sectors, including engineering education. This paper explores the multifaceted impacts of globalization on engineering education, examining both the challenges and opportunities it presents. The globalization of engineering education is reshaping curricula, teaching methodologies, and the skills demanded of future engineers. We examine the significance, benefits, and challenges of international activities for engineering students, such as study abroad programs, international internships, and collaborative projects with institutions worldwide. The impact of international experiences on students' technical skills, cultural awareness, adaptability, and overall professional development is described. The findings indicate that international activities offer invaluable opportunities for students to broaden their horizons, gain exposure to diverse engineering practices, and develop essential soft skills required in today's globalized engineering landscape. The role of international collaborations in fostering innovation, promoting interdisciplinary learning, and addressing global engineering challenges is presented. The challenges discussed relate to cultural diversity, curriculum standardization, and the integration of global perspectives into local contexts. This paper concludes with recommendations for curriculum development, pedagogical practices, and policy initiatives aimed at promoting a globally competent engineering workforce equipped to address the complex challenges of the 21st century."
2015,The impact of soft regulations on boardroom diversity and shareholders' confidence in Malaysia,"Rahman, Haseeb Ur and Ibrahim, Mohd. Yussoff and Ahmad, Ayoib Che",10.1109/ISTMET.2015.7359056,,,2015 International Symposium on Technology Management and Emerging Technologies (ISTMET),,"Soft regulations, commonly known as Corporate Governance (CG) codes, aim to enhance shareholders' confidence by regulating corporate world. These regulations have turned much of the attention towards the improvement of boardroom diversity particularly after economic turmoil 2007–08. Malaysia like other countries, also recommended improving boardroom diversity in its recently introduced third CG code (Malaysian Code on Corporate Governance) in 2012. Thus, this paper proposes to investigate boardroom diversity (age, gender & ethnicity) and its relation with shareholders' confidence measured by share market price in the non-financial listed companies of Malaysia from 2010 to 2013. The proposed period of analysis represents two years pre and two years post enactment period of the code which will highlight the impact of the code, if any. The proposed study will fill the literature gap as most of the previous literature in the area has investigated the relationship between boardroom diversity and firm performance rather than shareholders' confidence."
2017,The role of mentorship in a remote sensing research program for undergraduate minority students,"Blake, Reginald and Liou-Mark, Janet and Norouzi, Hamidreza and Yuen-Lau, Laura and Prakash, Satya",10.1109/IGARSS.2017.8128426,,,2017 IEEE International Geoscience and Remote Sensing Symposium (IGARSS),,"The many applications of remote sensing techniques to unearth understanding of the environment has not only increased by leaps and bounds over the past two or so decades, but they have also now become indispensable to routine and comprehensive geophysical studies. Today, all geophysical disciplines utilize remote sensing applications in some form or another, and the trend in such usage is certainly expected to be positive going forward. It is, therefore, critical that the next generation of remote sensing tool developers and users be adequately attracted, recruited, retained, and trained to meet current 21st century environmental challenges and those challenges that lie ahead. It is also equally important (for a plethora of reasons) that this prospective new cohort of remote sensing developers and users be both ethnically diverse and highly skilled. To this end, the New York City College of Technology (City Tech) of the City University of New York has used a National Science Foundation Research Experiences for Undergraduates (NSF REU) grant to develop and implement an intrusive remote sensing research mentoring program that targets minority students. Programmatic results indicate that the remote sensing mentoring program has been highly successful in increasing the mentees' remote sensing knowledge and research skills, their communication of remote sensing concepts and ideas, and their research creativity, autonomy, and intellect."
2022,Metacompetences-Building for Students of Humanities Department on the Basis of Project Activity,"Pryakhina, Anna V. and Saveleva, Irina U. and Kamalitdinova, Ekaterina I.",10.1109/ComSDS55328.2022.9769099,,,2022 Communication Strategies in Digital Society Seminar (ComSDS),,"Nowadays particular attention is paid to self-education and the development of skills that help a person to perceive information faster and more efficiently. A change in the learning paradigm implies the development of metaskills and metaknowledge. Implementing Federal State Educational Standards (FSES) of the third generation also reinforces the need to study and develop metacompetences and metaskills for students in order to be competitive in the labor market and in demand as specialists. Metacompetences as some new qualities that develop on the basis of the basic professional and personal qualities necessary to improve efficiency, work capacity or learning ability are inextricably linked with metacognitive processes. The development of the ability to manage one’s cognitive processes can be implemented using teaching methods aimed at the student’s independent activity. The project method is one of these teaching methods. Project activity in higher education is a part of innovation activity. Implemented in different directions, project activity at the university contribute to the development of the required competences by students in terms of the ability to design and innovative activity, and can also be the basis for innovation in the areas of specialization of the university."
2018,"Interactive Multimedia Base Mobile Learning for Health: The Creative Media Design of ""Acne is a Health Indicator""","Sudthongkhong, Chudanat and Phattharachairawee, Thanannath and Puangsing, Sutharat",10.1109/SITIS.2018.00059,,,2018 14th International Conference on Signal-Image Technology & Internet-Based Systems (SITIS),,"This research studied media. The purposes were 1) to provide accurate information to those who had acne problems so that they could have proper acne treatment by themselves, 2) to help teenagers to have more understanding about acne and could give advice to others affected by the same problems. The research was advised, examined, and evaluated by advisors and experts in the relevant fields. The sample group was twenty seven undergraduate students of Medical Media and Science Programme, Media Arts Department. The research tools included lessons on acne issues, an achievement test, and a survey questionnaire on learners' satisfaction towards the lessons. The result of On visual and audio evaluation, the average scores given by the target group were equal at 3.88 with S.D. 0.62 (satisfactory level) The average score on the content aspect was the highest, The content is easy to understand score was 4.26 with S.D. = 0.71 (satisfactory level) The average score on the creative media design as the target group thought the media made them understand more of the benefits The study showed that the learners had more understanding about acne. The lessons' content was evaluated as 'satisfactory' by the expert for it was accurate and appropriate for the target group. The visuals and narration of the lessons were also evaluated as 'satisfactory' by the technical expert. The sample group gave good response to these media. The media can be used as informative source of acne issues and developed further."
2022,The European University of Technology - A perspective on building a pioneering higher education system based on a human-centred technology,"Grindei, Laura and Campian, Cristina and Ciupe, Aurelia and Todea, Luminita and Munteanu, Sonia and Moga, Ligia",10.1109/EAEEIE54893.2022.9819988,,,2022 31st Annual Conference of the European Association for Education in Electrical and Information Engineering (EAEEIE),,"EUt+ is the result of the alliance of eight European partners who share the ""Think Human First"" vision towards a human-centred approach to technology and the ambition to establish a new model of institution on a confederal basis. This paper describes the project vision, objectives and the activities developed in the frame of this cooperation from the perspective of the Technical University of Cluj-Napoca with focus on the field of education in Electrical and Information Engineering."
2016,Semantic ontology of knowledge on ethnic groups in Thailand,"Chaikhambung, Juthatip and Tuamsuk, Kulthida",10.1109/ICCSNT.2016.8070282,,,2016 5th International Conference on Computer Science and Network Technology (ICCSNT),,"This paper presents the semantic ontology of knowledge on ethnic groups in Thailand. The ontology was developed from knowledge structure that was derived by content analysis using classification theory. The obtained knowledge structure was used to develop the ontology grounded by the ontology development procedures. Accordingly, a lexical system was assigned to represent knowledge and knowledge scope, which clearly reveal a body of more advanced and clearer knowledge on ethnic groups in Thailand. The constructed ontology can be used as a basis to develop knowledge based systems, semantic search systems, or semantic digital libraries on the knowledge of ethnic groups in Thailand."
2018,Observing the Frame of Creative Clusters/Groups : A Case Study of Historic Districts in Tainan City,"Chen, Zi-Ru",10.1109/ICKII.2018.8569210,,,2018 1st IEEE International Conference on Knowledge Innovation and Invention (ICKII),,"The concept of “creative city” has been a popular topic today. The United Nations Educational, Scientific and Cultural Organization launched the “creative cities network”, and divided it into seven categories: media arts, literature, crafts, folk art, music, gastronomy, film, and design in 2004. Most of historic districts in Taiwan have met the creative atmosphere. The transition from historical districts to creative streets may have been taking shape. However, innovation and development of historic blocks focus more on economic development and tourism industry. The creative atmosphere in the old streets cannot be demonstrated. This study observes the process of shaping of creative clusters and proposes some phenomena. It adopts the method of “case studies” and selects “Xinyi Street of historical district” in old five channels cultural zone of Tainan City, Taiwan as a subject. The result of this paper hopes to provide a kind of observable perspective in the old street transformation, and make contribution to the future development of Taiwan's historic districts."
2016,Cultural impact on agile projects: Universal agile culture model (UACM),"Lazwanthi, M. R. R. and Alsadoon, Abeer and Prasad, P. W. C. and Sager, S. and Elchouemi, Amr",10.1109/IACS.2016.7476067,,,2016 7th International Conference on Information and Communication Systems (ICICS),,"There is an enormous growth in the number of companies that are adapting to agile methodology. However questions regarding the impact of culture factors on agile projects arise. Adapting to this agile culture can come with a few challenges. Hence for successful implementation of agile culture it is important to understand the relationship between agile culture and culture of an organization, the cultural issues related to each methodology of the agile culture and the agile practices and techniques that are necessary to address these issues. Questionnaire survey has conducted with agile experienced team members as well. Adding to these factors having a well designed Universal Agile Culture Model (UACM) that can guide the organization, management and team members to achieve higher levels of success in the progress of agile projects is important. This model has proposed based on literature review and the analysis from the questionnaire survey results."
2017,Competency-based approach for managing international project teams,"Mikhieieva, Olga",10.1109/STC-CSIT.2017.8099440,,,2017 12th International Scientific and Technical Conference on Computer Sciences and Information Technologies (CSIT),,"Managing projects in an intercultural environment creates additional challenges for international project teams. International project teams working in such an environment should deal with issues connected with differences in time-zones, technology compatibility, communication [1], etc. Furthermore, project team members come from different cultural backgrounds, which is why, in multi-cultural projects, an individual may need to navigate multiple cultural and value norms [2]. Such cultural dimensions as trust and fears, lack of participation and commitment, and insufficient information sharing are reported to influence project team work, too [3]. Competence management exercises the notion of competence for different purposes, for example, in assessment and development centers, and for learning and development needs [4]. However, there is a lack in the literature on how to deal with challenges and issues that appear in international project teams in a multi-cultural environment. In this paper, the author analyzes existing competency-based frameworks and approaches and studies factors that play a role in managing international project teams. The findings show that a competency-based approach can be used to mitigate cultural misunderstandings with the help of the intercultural competence profile that is related to the respective competence elements mentioned in competence-based standards."
2017,How Visualization Can Foster Diversity and Inclusion in Next-Generation Science,"Gaither, Kelly",10.1109/MCG.2017.3621230,,,,,"Visualization researchers, developers, practitioners, and educators routinely work across traditional discipline boundaries, oftentimes in teams of people that come from a diverse blend of backgrounds, using visualizations as a common language for collaboration. There is a looming global workforce shortage in the computational science and high-tech space, primarily due to a disconnect between population demographics and the demographics of those educated to fill these jobs. The visualization community is uniquely positioned to bring a fresh approach to making diversity and inclusion fundamental tenets that are necessary rather than desirable."
2018,Parade in the Virtual Dressing Room,"Priyadharsun, S. and Lakshigan, S. and Baheerathan, S.S and Rajasooriyar, S. and Rajapaksha, U.U.S.K. and Buddika Harshanath, S.M.",10.1109/ICCSE.2018.8468810,,,2018 13th International Conference on Computer Science & Education (ICCSE),,"Fashion has always been in the forefront especially with the youngsters. The interest in fashion can vary according to the country, region, culture, age, seasons, climates, places visited, attitude, personal interests etc. Some of them, however, have difficulties finding out about suitable dressing styles for them. Meeting this need is the purpose of this application. On the other hand, social networks are an easy way to interact with the teenagers. In this new age social network site, users create a profile and enter their body measurements to create a virtual model of the particular user. They can also upload their photos to create a complete virtual model which includes face as well. It was necessary to add business value to the application along with the usual entertainment factors. Adding business value to entertainment factors is the main attraction in Fashion Fit to suit a new age of social networking."
2018,A New Clustering-based Thresholding Method for Human Skin Segmentation Using HSV Color Space,"Feitosa, Rafael Divino Ferreira and Soares, Anderson da Silva and Pereyra, Lucas Calabrez",10.1109/ISCC.2018.8538604,,,2018 IEEE Symposium on Computers and Communications (ISCC),,"Skin detection based on color can be applied in eHealth systems for preventive healthcare and computer-aided diagnosis. These algorithms could be incorporated in acquisition and preprocessing steps of the applications that assist with skincare, as prevention and detection of melanoma. In this paper we present the results of a study that investigated the reduction of the color spectrum in the HSV system for sample-based skin detection of individuals of different ages and ethnicities. The proposed HSV filter reduced the color spectrum by 97.4648% so as to select candidates for human skin tones. It achieved low sensitivity (54.6333%) and high specificity (92.6390%) in human skin detection in color digital images when compared to the performance of other algorithms proposed in the literature. Different from other filters described in the literature which propose a single interval for human skin in the HSV system, this model presents and discusses 13 intervals in the possible spectrum which present a well-defined variation in terms of tone."
2017,Increasing network reliability to correlated failures through optimal multiculture design,"Prieto, Yasmany and Pezoa, Jorge E. and Boettcher, Nicolás and Sobarzo, Sergio K.",10.1109/CHILECON.2017.8229516,,,"2017 CHILEAN Conference on Electrical, Electronics Engineering, Information and Communication Technologies (CHILECON)",,"Monoculture in a computer network is defined as executing the same protocols and software on all the networking devices. Multiple, correlated failures may be triggered in a monoculture network by attacks that exploit existing vulnerabilities in either protocols, software, or hardware. In this paper, optimal multiculture network design is used to improve the network reliability in the presence of correlated attacks. The multiculture network design is formalized using two sequential optimization problems: The first one for optimally selecting the number of network devices from each available vendor at the design stage, and the second one for optimally placing the devices in the network topology. Results show the capability of multiculture design in improving network reliability of eight actual topologies."
